Site_ID,Location_ID,country,Sample_ID,Date,Laboratory,Contact_NAme,Contact_email,Paper_code,Latitude,Longitude,Soil_typ,Horizon,Veg_typ,D_min,D_max,D_ave,Bulk_den,Bulk_den_e,LOI,SOC_inst,SOC,SOC_err,STHg_inst,STHg,STHg_err,RHgC,RHgC_err,VWC,VWC_err,Notes,Extractor,Range Flag,Outlier Flag
"Klondike_Region_Central_Yukon",Yukon,CANADA,44,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,44,45,44.5,0,-999,1,LOI,41.356509,-999,DMA,54.47,-999,0.131708,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,46,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,46,47,46.5,0,-999,1,LOI,45.185928,-999,DMA,61.51,-999,0.136126,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,48,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,48,49,48.5,0,-999,1,LOI,45.326581,-999,DMA,42.39,-999,0.093521,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,50,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,50,51,50.5,0,-999,1,LOI,45.313519,-999,DMA,30.87,-999,0.068125,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,52,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,52,53,52.5,0,-999,1,LOI,45.290856,-999,DMA,77.83,-999,0.171845,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,54,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,54,55,54.5,0,-999,1,LOI,45.330312,-999,DMA,118.88,-999,0.262253,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,56,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,56,57,56.5,0,-999,1,LOI,45.303136,-999,DMA,64.82,-999,0.143081,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,58,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,59,60,59.5,0,-999,1,LOI,45.260646,-999,DMA,53.55,-999,0.118315,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,60,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,60,61,60.5,0,-999,1,LOI,45.242736,-999,DMA,48.49,-999,0.107177,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,62,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,62,63,62.5,0,-999,1,LOI,40.677044,-999,DMA,45.73,-999,0.112422,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,64,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,64,65,64.5,0,-999,1,LOI,43.645847,-999,DMA,36.98,-999,0.084727,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,66,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,66,67,66.5,0,-999,1,LOI,43.595443,-999,DMA,27.13,-999,0.062231,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,68,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,68,69,68.5,0,-999,1,LOI,44.002147,-999,DMA,38.7,-999,0.08795,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,70,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,70,71,70.5,0,-999,1,LOI,44.176207,-999,DMA,50.79,-999,0.114971,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,72,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,72,73,72.5,0,-999,1,LOI,44.508145,-999,DMA,47.75,-999,0.107284,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,74,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,74,75,74.5,0,-999,1,LOI,44.338913,-999,DMA,53.7,-999,0.121113,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,76,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,76,77,76.5,0,-999,1,LOI,43.887678,-999,DMA,50.07,-999,0.114087,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,78,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,78,79,78.5,0,-999,1,LOI,43.744626,-999,DMA,56.62,-999,0.129433,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,80,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,80,81,80.5,0,-999,1,LOI,44.92543,-999,DMA,59.59,-999,0.132642,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,82,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,82,83,82.5,0,-999,1,LOI,38.748051,-999,DMA,76.23,-999,0.196732,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,84,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,84,85,84.5,0,-999,1,LOI,37.306094,-999,DMA,68.56,-999,0.183777,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,86,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,86,87,86.5,0,-999,1,LOI,43.223962,-999,DMA,39.02,-999,0.090274,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,88,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,88,89,88.5,0,-999,1,LOI,43.44021,-999,DMA,36.77,-999,0.084645,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,90,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,90,91,90.5,0,-999,1,LOI,45.266202,-999,DMA,54.47,-999,0.120333,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,92,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,92,93,92.5,0,-999,1,LOI,45.229764,-999,DMA,57,-999,0.126023,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,94,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,94,95,94.5,0,-999,1,LOI,45.335879,-999,DMA,39.22,-999,0.08651,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,96,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,96,97,96.5,0,-999,1,LOI,45.336345,-999,DMA,24.24,-999,0.053467,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,98,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,98,99,98.5,0,-999,1,LOI,45.335879,-999,DMA,26.86,-999,0.059247,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,100,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,100,101,100.5,0,-999,1,LOI,45.271549,-999,DMA,35.34,-999,0.078062,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,102,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,102,103,102.5,0,-999,1,LOI,45.276689,-999,DMA,34.37,-999,0.075911,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,104,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,104,105,104.5,0,-999,1,LOI,45.33644,-999,DMA,22.52,-999,0.049673,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,106,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,106,107,106.5,0,-999,1,LOI,45.324394,-999,DMA,39.69,-999,0.087569,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,108,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,108,109,108.5,0,-999,1,LOI,45.326581,-999,DMA,19.06,-999,0.04205,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,110,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,110,111,110.5,0,-999,1,LOI,45.328553,-999,DMA,21.89,-999,0.048292,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,112,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,112,113,112.5,0,-999,1,LOI,45.333185,-999,DMA,23.51,-999,0.05186,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,114,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,114,115,114.5,0,-999,1,LOI,45.336594,-999,DMA,21.8,-999,0.048085,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,116,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,116,117,116.5,0,-999,1,LOI,45.331856,-999,DMA,23.68,-999,0.052237,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,118,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,118,119,118.5,0,-999,1,LOI,45.335197,-999,DMA,20.34,-999,0.044866,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,120,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,120,121,120.5,0,-999,1,LOI,45.333185,-999,DMA,26.82,-999,0.059162,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,122,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,122,123,122.5,0,-999,1,LOI,45.335879,-999,DMA,22.79,-999,0.050269,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,124,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,124,125,124.5,0,-999,1,LOI,45.336626,-999,DMA,24.51,-999,0.054062,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,126,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,126,127,126.5,0,-999,1,LOI,45.331856,-999,DMA,17.53,-999,0.03867,-999,-999,-999,NA,LT,0,0
"Klondike_Region_Central_Yukon",Yukon,CANADA,128,2016-05-25,"Biogeochemical_Analytical_Service_Laboratory,_University_of_Alberta",Sasiri_Bandara,sasiri.bandara@ualberta.ca,Bandara_2019,64.038417,-138.839722,Histosol,NA,NA,128,129,128.5,0,-999,1,LOI,45.303136,-999,DMA,20.03,-999,0.044213,-999,-999,-999,NA,LT,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-11,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,20.1221,-999,-999,-999,NA,40.5889,-999,NA,32.9968,-999,0.0812951,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-3,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,4.0578,-999,-999,-999,NA,37.4711,-999,NA,49.3973,-999,0.1318277,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-6,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,10.1208,-999,-999,-999,NA,35.6928,-999,NA,44.5595,-999,0.1248417,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-8,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,14.0857,-999,-999,-999,NA,33.8684,-999,NA,36.9729,-999,0.1091664,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-1,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,0.0759,-999,-999,-999,NA,26.1316,-999,NA,103.5998,-999,0.3964541,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-13,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,24.0128,-999,-999,-999,NA,9.0878,-999,NA,12.9529,-999,0.1425306,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-21,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,37.9718,-999,-999,-999,NA,3.4988,-999,NA,13.625,-999,0.3894192,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-16,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,30.0211,-999,-999,-999,NA,1.6975,-999,NA,14.1476,-999,0.8334374,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-17,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,30.0454,-999,-999,-999,NA,1.6975,-999,NA,19.3969,-999,1.1426745,-999,-999,-999,NA,KS,0,0
VM6,Lake_Villasjn,SWEDEN,VM6-19,NA,NA,NA,NA,Erikson_2014,68.353875,19.05275,NA,NA,NA,NA,NA,34.1138,-999,-999,-999,NA,0.9584,-999,NA,15.8062,-999,1.6492279,-999,-999,-999,NA,KS,0,0
